sentiment,headline,words
neutral,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,13
neutral,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",25
neutral,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",21
neutral,Stora Enso will receive a 19.9 pct equity interest in the combined company .,14
neutral,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,15
neutral,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,17
positive,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,20
neutral,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,19
neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",43
neutral,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",27
neutral,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",19
neutral,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,19
neutral,Teleste expects to start the deliveries at the end of 2009 .,12
neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",36
neutral,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",27
neutral,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",32
neutral,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",39
neutral,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,14
positive,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,16
neutral,The agreement includes application maintenance and support services .,9
neutral,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,22
neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",24
neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .,17
neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",18
neutral,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",24
neutral,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,18
neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",36
neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .",20
neutral,The bridge is part of the highway 14 development project .,11
neutral,The building will house product development and test laboratories .,10
neutral,The business area 's net sales were slightly over 2m in 2006 .,13
neutral,The business development initiatives in North America are headed by Lynn Shanahan .,13
neutral,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",29
neutral,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",28
neutral,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,26
neutral,The changes in readership were not significant .,8
neutral,The closing of such transaction took place today .,9
neutral,"The closing of the transaction is scheduled to take place on January 10 , 2008 .",16
neutral,The combined capital of these funds is expected to be EUR 100mn-150mn .,13
neutral,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,28
neutral,"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",29
neutral,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",33
neutral,"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .",21
neutral,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",39
neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,23
neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,27
negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,27
neutral,The company did not distribute a dividend in 2005 .,10
neutral,The company expects its net sales for the whole 2009 to be at previous year levels .,17
neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",18
neutral,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",25
neutral,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,20
neutral,The company has 120 employees and annual sales of approximately EUR16m .,12
neutral,The company has an annual turnover of EUR32 .8 m.,10
neutral,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",28
neutral,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",25
neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,22
neutral,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,22
neutral,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",22
neutral,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .",34
neutral,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",32
neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .,16
neutral,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,32
